spkid,full_name,diameter,name,velocity,energy,per,moid,pdes,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per_y,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
20464885,464885 (2005 LS3),0.384,,24.399426650830897,2.647541625040823e+19,664,0.176,464885,,Y,N,0,19.47,,,,,,,,0.190,,,,,,,,,0.10,59,2461000.5,61000,2025-11-21.0,J2000,0.2677,1.49,1.091,34.90,85.21,123.61,124.49,1.89,0.5421,2460770.87,2025-04-05.3,1.82,68.7,3.3,4.34,4.1e-08,2.0e-09,6.1e-08,1.1e-05,6.9e-06,1.8e-05,1.4e-05,2.5e-09,1.1e-09,2.6e-05,1.3e-06,AMO,Otto Matic,11317,1994-07-10,2025-07-04,214,,,0,.58486,,,,,,,,,
20523664,523664 (2012 OD1),0.346,,32.715072283929615,3.4818811762117145e+19,276,0.0391,523664,,Y,Y,0,18.52,,,,,,,,0.536,12.63,,,,,,,,0.09,170,2461000.5,61000,2025-11-21.0,J2000,0.5029,0.8288,0.412,42.26,303.72,224.36,353.67,1.25,1.306,2461005.35,2025-11-25.8,0.754,15.2,3.92,6.79,7.8e-08,2.0e-09,6.4e-08,5.2e-06,1.2e-06,1.4e-06,9.2e-06,3.0e-09,4.7e-09,7.1e-06,9.9e-07,ATE,Otto Matic,4441,2012-07-19,2024-09-15,1136,5,0,0,.30582,,,,,,,,,
20505093,505093 (2011 VQ5),0.556,,20.745970667691065,5.810075489463937e+19,1.08e+03,0.222,505093,,Y,N,0,20.20,,,,,,,,0.052,,,,,,,,,0.24,111,2461000.5,61000,2025-11-21.0,J2000,0.4368,2.061,1.161,7.19,30.26,89.60,228.51,2.96,0.333,2461395.38,2026-12-20.8,2.96,86.3,2.2,3.65,3.1e-08,7.7e-09,6.0e-08,2.8e-06,2.1e-05,2.5e-05,4.2e-06,1.1e-08,1.9e-09,1.3e-05,6.1e-06,AMO,Otto Matic,5696,2008-10-03,2024-05-08,487,,,0,.50054,,,,,,,,,
20003691,  3691 Bede (1982 FT),4.3,Bede,22.36124333675124,3.122389971648551e+22,863,0.35,3691,,Y,N,0,14.93,,,,,,,,0.515,226.8,,,,,Xc,,,,JPL 766,2461000.5,61000,2025-11-21.0,J2000,0.2845,1.774,1.270,20.35,348.69,235.06,151.90,2.28,0.4171,2460636.28,2024-11-21.7,2.36,136,2.83,3.98,9.1e-10,3.4e-10,1.6e-09,4.6e-08,1.1e-07,2.2e-07,4.6e-07,4.4e-10,1.2e-10,1.0e-06,2.5e-07,AMO,Otto Matic,18380,1975-06-09,2025-10-04,8120,,,0,.31403,,,,,,,,,
20007341,  7341 (1991 VK),0.982,,21.944613815907726,3.581625964010263e+20,913,0.0481,7341,,Y,Y,0,16.96,,,,,,,,0.235,4.2096,,,,,Sq,,,0.32,446,2461000.5,61000,2025-11-21.0,J2000,0.5061,1.842,0.910,5.41,294.72,173.51,195.60,2.77,0.3944,2461417.37,2027-01-11.8,2.5,18.7,2.39,3.85,2.1e-09,4.4e-10,3.8e-09,1.4e-06,1.3e-05,1.3e-05,7.3e-07,6.6e-10,1.4e-10,1.9e-06,3.3e-07,APO,Giorgini,11636,1991-09-12,2023-07-22,2375,10,3,0,.32853,,,,-5.1e-15,1.8e-15,,,,
20387746,387746 (2003 MH4),0.366,,21.257520453126475,1.7400364614597507e+19,1e+03,0.00218,387746,,Y,Y,0,20.13,,,,,,,,0.132,,,,,,,,,0.01,129,2461000.5,61000,2025-11-21.0,J2000,0.5131,1.963,0.956,3.91,259.48,323.53,70.73,2.97,0.3584,2460803.16,2025-05-07.6,2.75,0.847,2.02,3.7,1.1e-08,5.7e-09,2.0e-08,2.8e-06,2.5e-05,2.5e-05,3.7e-06,8.7e-09,1.6e-09,1.0e-05,4.4e-06,APO,Otto Matic,8250,2003-01-26,2025-08-28,576,,,0,.345,,,,-5.2e-14,1.4e-14,,,,
20088263, 88263 (2001 KQ1),5.748,,20.567122755694182,6.309388067579664e+22,1.11e+03,0.375,88263,,Y,N,0,15.69,,,,,,,,0.037,13.17,,,,,,,,0.03,431,2461000.5,61000,2025-11-21.0,J2000,0.4326,2.097,1.190,38.79,232.82,241.58,89.70,3.00,0.3246,2460724.18,2025-02-17.6,3.04,146,2.86,3.37,1.2e-09,2.1e-10,2.6e-09,1.6e-07,1.5e-07,2.6e-07,2.4e-07,3.0e-10,4.9e-11,6.9e-07,1.7e-07,AMO,Otto Matic,9888,1998-05-05,2025-05-31,2518,,,0,.36969,,,,,,,,,
20055532, 55532 (2001 WG2),1.306,,22.230054577801784,8.645706138593867e+20,878,0.339,55532,,Y,N,0,16.13,,,,,,,,0.376,46.08,,,,,Sk,,,0.04,JPL 168,2461000.5,61000,2025-11-21.0,J2000,0.6952,1.795,0.547,38.54,81.41,132.37,298.34,3.04,0.4099,2461150.92,2026-04-20.4,2.4,132,2.49,3.56,1.6e-09,8.5e-10,2.9e-09,1.8e-07,2.6e-07,2.1e-07,9.0e-07,1.4e-09,2.9e-10,2.3e-06,6.2e-07,APO,Otto Matic,26223,1953-12-07,2025-09-23,948,,,0,.623,,,,,,,,,
20144901,144901 (2004 WG1),2.24,,23.256846764290657,4.774584668267324e+21,767,0.0562,144901,,Y,N,0,17.55,,,,,,,,0.038,8.06,,,,,,,,0.04,139,2461000.5,61000,2025-11-21.0,J2000,0.5219,1.64,0.784,13.04,41.98,232.49,98.81,2.50,0.4693,2460789.97,2025-04-24.4,2.1,21.9,2.7,4.11,2.8e-08,4.4e-09,4.6e-08,7.0e-06,1.2e-05,1.4e-05,1.6e-05,6.6e-09,1.9e-09,3.3e-05,3.1e-06,APO,Otto Matic,7653,2004-09-22,2025-09-05,650,1,3,0,.49675,,,,,,,,,
20004341,  4341 Poseidon (1987 KF),3.177,Poseidon,21.992423488735025,1.218113356816727e+22,907,0.194,4341,,Y,N,0,16.08,,,,,,,,0.054,6.262,,,,,O,,,0.65,185,2461000.5,61000,2025-11-21.0,J2000,0.6801,1.834,0.587,11.84,108.02,15.83,202.70,3.08,0.3968,2461396.97,2026-12-22.4,2.48,75.5,2.04,3.69,1.5e-09,2.4e-09,2.5e-09,3.6e-07,7.9e-07,6.1e-07,2.6e-06,4.1e-09,7.9e-10,7.3e-06,1.8e-06,APO,Otto Matic,13943,1987-05-29,2025-07-31,926,,,0,.55268,,,,,,,,,
20276703,276703 (2004 BL11),0.521,,26.533068781957983,7.81948258882057e+19,517,0.131,276703,,Y,N,0,19.30,,,,,,,,0.124,,,,,,,,,0.19,78,2461000.5,61000,2025-11-21.0,J2000,0.7500,1.26,0.315,9.82,142.41,176.96,252.83,2.21,0.6968,2461154.30,2026-04-23.7,1.41,51.1,3.13,4.77,3.2e-08,5.3e-09,4.0e-08,6.0e-06,2.2e-05,2.4e-05,1.9e-05,9.3e-09,4.4e-09,2.8e-05,3.3e-06,APO,Otto Matic,7688,2004-01-18,2025-02-04,286,,,0,.54169,,,,,,,,,
20019764, 19764 (2000 NF5),1.572,,19.930968091996984,1.2120046727941186e+21,1.22e+03,0.222,19764,,Y,N,0,16.11,,,,,,,,0.342,59.263,,,,,,,,0.07,374,2461000.5,61000,2025-11-21.0,J2000,0.4447,2.233,1.240,1.33,281.38,9.87,224.50,3.23,0.2955,2461459.09,2027-02-22.5,3.34,86.4,1.98,3.5,2.5e-08,3.4e-09,5.6e-08,2.2e-06,1.4e-04,1.4e-04,4.0e-06,4.9e-09,6.7e-10,1.4e-05,2.8e-06,AMO,Otto Matic,12564,1990-08-28,2025-01-20,3170,,,0,.33571,,,,,,,,,
20459683,459683 (2013 MY5),0.269,,23.102407800146583,8.159456148814751e+18,783,0.0322,459683,,Y,Y,0,19.79,,,,,,,,0.322,,,,,,,,,0.07,59,2461000.5,61000,2025-11-21.0,J2000,0.4530,1.662,0.909,3.00,102.88,279.03,245.90,2.41,0.46,2461248.54,2026-07-27.0,2.14,12.5,3.04,4.14,5.2e-08,2.3e-08,8.1e-08,1.1e-05,6.9e-05,7.0e-05,3.7e-05,3.3e-08,9.5e-09,8.6e-05,1.6e-05,APO,Otto Matic,4295,2013-06-18,2025-03-22,183,,,0,.4604,,,,,,,,,
20002212,  2212 Hephaistos (1978 SB),5.7,Hephaistos,20.227542226900976,5.951147046293929e+22,1.17e+03,0.112,2212,,Y,N,0,13.50,,,,,,,,0.163,48,,0.766,0.397,,,SG,,,JPL 709,2461000.5,61000,2025-11-21.0,J2000,0.8347,2.168,0.358,11.20,26.57,210.46,308.24,3.98,0.3088,2461168.08,2026-05-07.5,3.19,43.6,1.15,3.1,1.1e-09,1.4e-09,2.4e-09,7.7e-08,3.8e-07,3.6e-07,6.9e-07,2.6e-09,3.1e-10,2.4e-06,1.2e-06,APO,Otto Matic,17173,1978-09-27,2025-10-03,4453,,,0,.45537,,,,,,,,,
20454094,454094 (2013 BZ45),0.167,,29.562403082043993,3.196824267760157e+18,374,0.0242,454094,,Y,Y,0,21.87,,,,,,,,0.110,0.4831,,,,,,,,0.05,49,2461000.5,61000,2025-11-21.0,J2000,0.1447,1.015,0.868,11.85,131.05,98.78,121.72,1.16,0.9639,2460874.22,2025-07-17.7,1.02,9.4,3.84,5.98,7.8e-08,5.6e-09,7.4e-08,6.9e-06,4.8e-06,1.1e-05,2.4e-05,6.4e-09,8.0e-09,2.4e-05,3.1e-06,APO,Otto Matic,2411,2013-01-19,2019-08-27,190,5,1,0,.39537,,,,,,,,,
20053430, 53430 (1999 TY16),1.233,,20.55732188653832,6.221744655256187e+20,1.11e+03,0.291,53430,,Y,N,0,16.66,,,,,,,,0.266,9.5819,,,,,,,,0.32,188,2461000.5,61000,2025-11-21.0,J2000,0.4032,2.099,1.253,60.41,241.92,156.97,219.87,2.95,0.3241,2461432.87,2027-01-27.3,3.04,113,2.55,3.05,5.2e-08,5.2e-09,1.1e-07,6.7e-06,5.0e-06,1.6e-05,1.0e-05,7.3e-09,1.2e-09,3.3e-05,4.1e-06,AMO,Otto Matic,8861,1999-10-13,2024-01-16,961,,,0,.42299,,,,,,,,,
20424089,424089 (2007 DU103),2.314,,18.977567704382736,3.5047822782894797e+21,1.41e+03,0.368,424089,,Y,N,0,17.57,,,,,,,,0.027,,,,,,,,,1.26,83,2461000.5,61000,2025-11-21.0,J2000,0.5016,2.463,1.227,23.26,337.73,295.21,244.14,3.70,0.255,2461454.80,2027-02-18.3,3.86,143,2.09,3.21,5.8e-08,2.7e-08,1.3e-07,1.1e-05,1.2e-05,1.8e-05,1.6e-05,4.0e-08,4.1e-09,7.0e-05,2.3e-05,AMO,Otto Matic,6128,2007-02-25,2023-12-06,415,,,0,.46973,,,,,,,,,
20001685,  1685 Toro (1948 OA),3.4,Toro,25.46418065511671,2.001640344373544e+22,584,0.0511,1685,,Y,N,0,14.28,,,,,,,,0.31,10.1995,,0.880,0.470,,S,S,,,820,2461000.5,61000,2025-11-21.0,J2000,0.4360,1.368,0.771,9.38,274.21,127.28,82.68,1.96,0.6161,2460866.30,2025-07-09.7,1.6,19.9,3.48,4.71,7.8e-10,1.9e-10,1.0e-09,4.7e-08,2.0e-07,2.3e-07,4.0e-07,2.7e-10,1.3e-10,6.2e-07,1.2e-07,APO,Otto Matic,28032,1948-07-17,2025-04-16,5072,7,2,0,.31929,,,,-2.4e-15,2.3e-16,,,,
20429746,429746 (2011 SA16),1.275,,18.019071472253774,5.28548995125632e+20,1.65e+03,0.325,429746,,Y,N,0,17.27,,,,,,,,0.131,,,,,,,,,0.40,55,2461000.5,61000,2025-11-21.0,J2000,0.5328,2.732,1.276,20.12,275.39,317.46,109.18,4.19,0.2183,2460500.27,2024-07-08.7,4.52,126,1.28,3.06,5.4e-08,1.6e-08,1.5e-07,8.7e-06,2.7e-05,3.0e-05,1.3e-05,2.4e-08,1.9e-09,5.7e-05,1.4e-05,AMO,Otto Matic,4564,2011-09-18,2024-03-17,178,,,0,.52042,,,,,,,,,
20209924,209924 (2005 WS55),1.861,,20.903775687483396,2.211966134946055e+21,1.06e+03,0.148,209924,,Y,N,0,16.29,,,,,,,,0.185,2.726,,,,,,,,0.71,JPL 216,2461000.5,61000,2025-11-21.0,J2000,0.4535,2.03,1.109,23.77,283.54,203.35,272.76,2.95,0.3409,2461256.41,2026-08-03.9,2.89,57.6,2.25,3.58,5.1e-08,9.6e-09,1.0e-07,5.4e-06,1.1e-05,1.2e-05,1.2e-05,1.4e-08,2.4e-09,3.7e-05,7.5e-06,AMO,Otto Matic,8458,2002-07-26,2025-09-21,1153,,,0,.40111,,,,,,,,,
20168378,168378 (1997 ET30),0.841,,20.373727555571847,1.9391832776794774e+20,1.14e+03,0.204,168378,,Y,N,0,16.91,,,,,,,,0.509,5.721,,,,,,,,0.10,235,2461000.5,61000,2025-11-21.0,J2000,0.4495,2.137,1.176,6.81,23.21,263.36,352.56,3.10,0.3155,2461024.08,2025-12-14.5,3.12,79.4,2.14,3.57,2.6e-09,1.1e-09,5.5e-09,4.1e-07,9.0e-07,1.6e-06,1.2e-06,1.6e-09,2.5e-10,3.8e-06,9.0e-07,AMO,Otto Matic,13370,1988-09-14,2025-04-23,1330,,,0,.47356,,,,,,,,,
20155110,155110 (2005 TB),0.683,,26.522546049526706,1.7602826833535956e+20,517,0.113,155110,,Y,N,0,17.45,,,,,,,,0.379,3.479,,,,,,,,0.03,JPL 192,2461000.5,61000,2025-11-21.0,J2000,0.3485,1.261,0.822,30.38,226.17,44.78,118.57,1.70,0.6957,2460830.07,2025-06-03.5,1.42,44,3.44,4.92,1.1e-09,4.8e-10,1.4e-09,2.1e-07,4.0e-07,7.6e-07,1.1e-06,6.5e-10,4.0e-10,1.5e-06,3.0e-07,APO,Otto Matic,14921,1984-11-24,2025-10-01,1117,,,0,.53605,,,,,,,,,
20252558,252558 (2001 WT1),0.533,,28.540318509915124,9.686996426093422e+19,415,0.122,252558,,Y,N,0,20.37,,,,,,,,0.062,,,,,,,,,0.03,78,2461000.5,61000,2025-11-21.0,J2000,0.3972,1.089,0.657,7.16,73.75,180.74,189.45,1.52,0.867,2461197.21,2026-06-05.7,1.14,47.4,3.52,5.61,4.8e-08,1.4e-09,5.2e-08,4.3e-06,3.4e-05,3.6e-05,1.3e-05,2.0e-09,1.7e-09,1.5e-05,8.2e-07,APO,Otto Matic,8483,2001-11-15,2025-02-05,292,,,0,.60352,,,,,,,,,
20248590,248590 (2006 CS),4.726,,17.441305756059243,2.521906752106334e+22,1.82e+03,0.101,248590,,Y,N,0,16.32,,,,,,,,0.018,,,,,,,,,0.84,JPL 130,2461000.5,61000,2025-11-21.0,J2000,0.6969,2.916,0.884,52.31,172.41,346.41,338.06,4.95,0.198,2461111.34,2026-03-11.8,4.98,39.1,0.333,2.44,3.0e-08,8.1e-09,8.6e-08,9.3e-06,1.6e-05,1.5e-05,4.0e-06,1.4e-08,8.2e-10,2.0e-05,7.6e-06,APO,Otto Matic,10687,1996-06-20,2025-09-23,499,,,0,.43099,,,,,,,,,
20087309, 87309 (2000 QP),0.568,,32.352131708841405,1.5064013369233224e+20,285,0.201,87309,,Y,N,0,17.59,,,,,,,,0.499,2.1651,,,,,,,,0.16,JPL 202,2461000.5,61000,2025-11-21.0,J2000,0.4632,0.8475,0.455,34.74,294.27,188.17,14.58,1.24,1.263,2460988.96,2025-11-09.4,0.78,78.2,3.88,6.73,2.9e-09,1.5e-10,2.5e-09,4.0e-07,3.2e-07,5.7e-07,1.4e-06,2.2e-10,3.4e-10,1.1e-06,7.7e-08,ATE,Otto Matic,18320,1975-07-08,2025-09-03,1157,,,0,.48043,,,,,,,,,
20416801,416801 (2005 GC120),0.906,,27.26795279985722,4.342897121739329e+20,476,0.00561,416801,,Y,Y,0,19.65,,,,,,,,0.031,9.,,,,,,,,0.07,JPL 84,2461000.5,61000,2025-11-21.0,J2000,0.4975,1.193,0.600,16.54,67.92,258.31,215.55,1.79,0.756,2461191.58,2026-05-31.0,1.3,2.18,3.64,5.16,3.9e-08,2.5e-09,4.7e-08,5.7e-06,8.4e-06,8.4e-06,1.0e-05,3.8e-09,2.4e-09,1.4e-05,1.5e-06,APO,Otto Matic,6877,2005-04-12,2024-02-09,350,0,1,0,.47185,,,,,,,,,
20613939,613939 (2008 CH116),0.322,,36.583184348475825,3.5093000899521176e+19,197,0.225,613939,,Y,N,0,19.25,,,,,,,,0.355,,,,,,,,,0.09,41,2461000.5,61000,2025-11-21.0,J2000,0.5875,0.6628,0.273,20.37,85.89,248.18,206.70,1.05,1.827,2461084.43,2026-02-12.9,0.54,87.6,4.35,8.39,2.0e-07,3.3e-09,1.3e-07,1.8e-05,1.1e-04,1.1e-04,8.5e-05,5.2e-09,1.4e-08,4.7e-05,1.5e-06,ATE,Otto Matic,5916,2008-02-09,2024-04-21,155,,,0,.57754,,,,,,,,,
20331792,331792 (2003 MT2),1.275,,18.17271230433931,5.3760083942041204e+20,1.61e+03,0.372,331792,,Y,N,0,15.89,,,,,,,,0.499,,,,,,,,,0.23,JPL 244,2461000.5,61000,2025-11-21.0,J2000,0.5337,2.686,1.252,27.92,305.08,304.51,49.53,4.12,0.224,2460779.34,2025-04-13.8,4.4,145,1.78,3.01,2.1e-09,4.3e-09,4.9e-09,2.5e-07,3.0e-07,4.3e-07,1.9e-06,6.6e-09,5.4e-10,7.9e-06,3.9e-06,AMO,Otto Matic,10102,1998-01-28,2025-09-25,1452,,,0,.4283,,,,,,,,,
20363814,363814 (2005 ND7),1.105,,21.25210797170122,4.786088696898318e+20,1.01e+03,0.188,363814,,Y,N,0,17.97,,,,,,,,0.100,6.6,,,,,,,,0.23,69,2461000.5,61000,2025-11-21.0,J2000,0.4827,1.964,1.016,52.58,110.06,241.48,122.19,2.91,0.3581,2460659.28,2024-12-14.7,2.75,73.1,3.05,3.3,3.1e-08,3.3e-09,6.1e-08,1.1e-05,4.1e-06,9.4e-06,8.3e-06,4.9e-09,9.1e-10,2.3e-05,2.5e-06,APO,Otto Matic,6981,2005-07-05,2024-08-15,375,,,0,.56294,,,,,,,,,
20023606, 23606 (1996 AS1),0.866,,22.507625601938123,2.584061955833279e+20,846,0.101,23606,,Y,N,0,18.39,,,,,,,,0.123,,,,,,,,,0.01,138,2461000.5,61000,2025-11-21.0,J2000,0.3609,1.751,1.119,14.36,296.60,357.66,160.53,2.38,0.4255,2460623.24,2024-11-08.7,2.32,39.5,2.83,4.02,2.9e-08,6.4e-09,5.0e-08,4.8e-06,8.8e-06,1.1e-05,4.0e-06,8.7e-09,2.3e-09,8.8e-06,4.6e-06,AMO,Otto Matic,14140,1985-07-18,2024-04-04,746,,,0,.40161,,,,,,,,,
20442605,442605 (2012 HY33),0.44,,21.075783224361835,2.9717711125272105e+19,1.03e+03,0.163,442605,,Y,N,0,19.29,,,,,,,,0.209,,,,,,,,,0.14,40,2461000.5,61000,2025-11-21.0,J2000,0.5437,1.997,0.911,14.70,63.57,270.80,238.56,3.08,0.3492,2461348.29,2026-11-03.7,2.82,63.5,2.5,3.61,7.7e-08,3.6e-08,1.6e-07,1.6e-05,3.1e-05,3.5e-05,3.9e-05,5.6e-08,9.6e-09,1.2e-04,2.8e-05,APO,Otto Matic,5112,2001-12-15,2015-12-14,136,,,0,.71012,,,,,,,,,
20364762,364762 (2007 XC10),1.047,,23.40719272957187,4.938881299093825e+20,753,0.411,364762,,Y,N,0,19.38,,,,,,,,0.028,,,,,,,,,0.20,29,2461000.5,61000,2025-11-21.0,J2000,0.2259,1.619,1.254,47.94,254.02,112.50,304.40,1.99,0.4783,2461116.76,2026-03-17.2,2.06,160,3.62,3.94,1.8e-07,3.9e-08,3.2e-07,3.6e-05,9.4e-06,8.2e-05,1.5e-04,4.8e-08,1.7e-08,3.3e-04,2.7e-05,AMO,Otto Matic,4229,2007-12-05,2019-07-04,97,,,0,.536,,,,,,,,,
20349925,349925 (2009 WC26),0.92,,20.208907914122975,2.4976929804941378e+20,1.17e+03,0.199,349925,,Y,N,0,17.35,,,,,,,,0.229,,,,,,,,,0.01,JPL 102,2461000.5,61000,2025-11-21.0,J2000,0.6971,2.172,0.658,12.01,203.04,350.89,313.55,3.69,0.308,2461151.31,2026-04-20.8,3.2,77.4,1.29,3.3,4.2e-08,9.2e-09,9.3e-08,6.1e-06,2.9e-05,2.9e-05,6.1e-06,1.6e-08,2.0e-09,2.1e-05,7.4e-06,APO,Otto Matic,6584,2007-09-22,2025-10-01,393,,,0,.46541,,,,,,,,,
20152563,152563 (1992 BF),0.272,,31.25746455402098,1.5442019203048133e+19,316,0.0626,152563,,Y,N,0,19.71,,,,,,,,0.287,32.,,,,,Xc,,,0.08,110,2461000.5,61000,2025-11-21.0,J2000,0.2717,0.9079,0.661,7.25,315.19,336.57,242.27,1.15,1.139,2461103.83,2026-03-04.3,0.865,24.4,3.99,6.53,2.9e-08,1.0e-09,2.7e-08,3.8e-06,1.2e-05,1.5e-05,1.4e-05,1.3e-09,2.0e-09,1.3e-05,5.4e-07,ATE,Otto Matic,25988,1953-01-10,2024-03-06,638,,,0,.44219,,,,-2.7e-14,6.9e-16,,,,
20482111,482111 (2010 NT1),0.383,,24.665731145714908,2.684566646315614e+19,643,0.205,482111,,Y,N,0,19.43,,,,,,,,0.209,,,,,,,,,0.06,43,2461000.5,61000,2025-11-21.0,J2000,0.2179,1.458,1.141,39.53,283.25,306.32,282.00,1.78,0.5596,2461139.87,2026-04-09.3,1.76,79.9,3.48,4.37,1.2e-07,9.4e-09,1.8e-07,1.9e-05,9.3e-06,4.0e-05,5.2e-05,1.1e-08,5.4e-09,9.4e-05,6.2e-06,AMO,Otto Matic,4984,2010-07-01,2024-02-22,150,,,0,.49931,,,,,,,,,
20152941,152941 (2000 FM10),0.82,,24.473451712150663,2.5937128330150622e+20,659,0.127,152941,,Y,N,0,17.61,,,,,,,,0.205,,,,,,,,,0.01,165,2461000.5,61000,2025-11-21.0,J2000,0.6807,1.481,0.473,8.73,18.52,343.98,300.53,2.49,0.5467,2461109.29,2026-03-09.7,1.8,49.4,2.96,4.29,3.6e-08,2.8e-09,5.4e-08,5.1e-06,2.0e-05,2.1e-05,9.0e-06,4.8e-09,1.6e-09,1.7e-05,1.9e-06,APO,Otto Matic,9158,2000-03-30,2025-04-26,782,,,0,.47735,,,,,,,,,
20175921,175921 (2000 DM1),1.039,,25.45487867100538,5.7079293202244456e+20,585,0.143,175921,,Y,N,0,18.32,,,,,,,,0.020,,,,,,,,,0.39,114,2461000.5,61000,2025-11-21.0,J2000,0.4840,1.369,0.706,20.71,342.73,306.75,309.68,2.03,0.6154,2461082.27,2026-02-10.7,1.6,55.5,3.31,4.64,2.9e-09,1.9e-09,3.3e-09,4.3e-07,2.9e-06,3.3e-06,5.2e-06,2.8e-09,1.3e-09,8.7e-06,1.2e-06,APO,Otto Matic,9027,2000-02-16,2024-11-03,619,,,0,.54662,,,,,,,,,
20005645,  5645 (1990 SP),1.668,,25.5860419616966,2.3860757989830233e+21,576,0.054,5645,,Y,N,0,17.23,,,,,,,,0.121,30.39,,,,,,,,0.02,269,2461000.5,61000,2025-11-21.0,J2000,0.3873,1.355,0.830,13.51,45.70,48.28,54.55,1.88,0.6252,2460913.25,2025-08-25.7,1.58,21,3.39,4.76,6.2e-09,6.7e-10,8.1e-09,5.5e-07,2.4e-06,2.1e-06,1.8e-06,9.3e-10,4.6e-10,2.9e-06,4.3e-07,APO,Otto Matic,18196,1974-08-13,2024-06-07,1719,0,1,0,.41522,,,,,,,,,
20000887,   887 Alinda (A918 AA),4.2,Alinda,18.935331284850186,2.086332714832669e+22,1.42e+03,0.0797,887,,Y,N,0,13.81,-0.12,,,,,,,0.31,28.41,,0.832,0.436,,,S,,,JPL 726,2461000.5,61000,2025-11-21.0,J2000,0.5712,2.474,1.061,9.40,110.41,350.53,81.54,3.89,0.2533,2460678.64,2025-01-03.1,3.89,31,1.32,3.22,1.3e-09,1.6e-09,3.3e-09,1.1e-06,3.1e-06,4.5e-06,5.0e-07,2.5e-09,2.5e-10,1.8e-06,1.4e-06,AMO,Otto Matic,39281,1918-02-09,2025-08-27,5878,16,0,0,.25975,,,,,,,,,
20099907, 99907 (1989 VA),1.4,,34.896975363463135,2.6245180387739854e+21,227,0.155,99907,,Y,N,0,17.93,,,,,,,,,2.5246,,,,,Sq,,,,212,2461000.5,61000,2025-11-21.0,J2000,0.5947,0.7284,0.295,28.80,225.58,2.87,155.84,1.16,1.586,2460902.21,2025-08-14.7,0.622,60.1,3.82,7.67,4.1e-09,1.3e-09,3.2e-09,6.9e-07,5.6e-07,1.1e-06,8.8e-06,2.0e-09,4.1e-09,5.3e-06,5.9e-07,ATE,Otto Matic,12490,1989-11-02,2024-01-13,1305,,,0,.43972,,,,1.6e-14,1.2e-15,,,,
20618348,618348 (2016 PN),0.16,,32.14045524792322,3.323180090165456e+18,291,0.0695,618348,,Y,N,0,20.22,,,,,,,,0.495,5.455,,,,,,,,0.07,51,2461000.5,61000,2025-11-21.0,J2000,0.3323,0.8587,0.573,21.60,126.04,23.68,22.80,1.14,1.239,2460982.09,2025-11-02.5,0.796,27,3.88,6.77,2.1e-07,3.2e-09,1.8e-07,2.1e-05,5.1e-06,2.1e-05,4.1e-05,4.3e-09,6.9e-09,3.3e-05,1.6e-06,ATE,Otto Matic,4404,2012-08-05,2024-08-26,315,,,0,.32048,,,,,,,,,
20001917,  1917 Cuyo (1968 AA),5.7,Cuyo,20.316764552513803,6.003763050891224e+22,1.15e+03,0.0717,1917,,Y,N,0,14.38,,,,,,,,0.195,2.689,,,,,Sl,,,,645,2461000.5,61000,2025-11-21.0,J2000,0.5055,2.149,1.063,23.96,188.27,194.55,160.09,3.24,0.3128,2460488.78,2024-06-27.2,3.15,27.9,2.24,3.44,6.0e-10,1.2e-09,1.4e-09,8.1e-08,1.2e-07,2.0e-07,1.1e-06,1.8e-09,2.6e-10,3.1e-06,9.5e-07,AMO,Otto Matic,25947,1954-05-06,2025-05-20,4115,0,2,0,.45552,,,,,,,,,
20159504,159504 (2000 WO67),2.324,,19.094210275903755,3.594195154910902e+21,1.39e+03,0.0491,159504,,Y,Y,0,16.97,,,,,,,,0.052,2.941,,,,,,,,0.02,161,2461000.5,61000,2025-11-21.0,J2000,0.6170,2.433,0.932,9.69,107.56,237.81,242.88,3.93,0.2597,2461451.58,2027-02-15.0,3.8,19.1,1.58,3.2,1.9e-08,1.4e-08,4.6e-08,5.4e-06,2.4e-05,2.5e-05,8.9e-06,2.3e-08,2.2e-09,3.8e-05,1.2e-05,APO,Otto Matic,8477,2000-11-27,2024-02-12,720,,,0,.45196,,,,,,,,,
20005646,  5646 (1990 TR),4.3,,20.34044101381951,2.583544687362187e+22,1.15e+03,0.211,5646,,Y,N,1,15.51,,,,,,,,0.223,3.1999,,,,,U,,,,449,2461000.5,61000,2025-11-21.0,J2000,0.4358,2.144,1.210,7.91,14.07,335.82,80.51,3.08,0.3139,2460744.02,2025-03-09.5,3.14,82.3,2.36,3.57,1.7e-09,6.5e-10,3.6e-09,2.0e-07,1.3e-06,1.3e-06,5.8e-07,9.4e-10,1.4e-10,1.7e-06,5.2e-07,AMO,Otto Matic,12448,1990-05-03,2024-06-01,2538,,,0,.45858,,,,,,,,,
